USER_ID,Probabilities
F8881-1049,0.9306917090806067
F6513-5720,0.9994870537790282
F6619-2116,0.9901903816685809
F6545-0060,0.9998788079282317
F6497-5670,0.9501318623880437
F6492-0089,0.7279512088973846
F6507-8802,0.9890665590151659
F6507-8808,0.9670622326422287
F6521-7740,0.5212448607422057
F6559-1977,0.9351808532543554
F6497-5619,0.9911373786964885
F6512-1852,0.9969612249132552
F6556-2677,0.9978207876874451
F6521-8783,0.9993913622307484
F6474-8613,0.9939381559780661
F6521-7751,0.9999998024304613
F6524-2689,0.8770587372921064
F6512-1326,0.8410986125202649
F6475-4409,0.9999988890478649
F6521-7936,0.9999997402126084
F6481-3834,0.9999897991621683
F6559-1758,0.9912739510837377
F1905-0305,0.5197418732569883
F6502-5834,0.8238657186687331
F6497-5904,0.9999993788589322
F6521-9300,0.9991495148155146
F6514-4518,0.9999340591594775
F6204-0773,0.6801801868486931
F6556-2595,0.5364802665264347
F6507-9257,0.984168172312343
F6478-3755,0.9998691567069493
F6204-2182,0.9999950736535765
F6521-9485,0.9998336005587263
F3162-0048,0.9996403508319972
F6448-0241,0.5167352674348983
F6448-0285,0.630381350320641
F6440-2317,0.9834319946607402
F6475-6601,0.9894125779024803
F6559-3335,0.9759093034347983
F6466-0009,0.9999972341922059
F6481-3457,0.9985474690826325
F6481-3694,0.9999756513208116
F6514-4304,0.9999995371615273
F6491-0279,0.9680397188243963
F6491-0607,0.7196090107063656
F6488-0279,0.9577972495048881
F6507-8857,0.9999991079452422
F6514-4293,0.9044066870054847
F6556-2912,0.9999957200651047
F6443-6525,0.8172957722270668
F6438-0573,0.9997526115135968
F6438-0734,0.9982574185232798
F6475-3479,0.7613252936885428
F6448-0584,0.7579099251970072
F6448-1606,0.9662330382504868
F6448-1810,0.9940069300994843
F6448-1607,0.9946677998225293
F6481-0340,0.99989771607388
F6481-0916,0.9999803683682958
F6443-6639,0.9999987384234696
F6476-6038,0.9999998191046869
F6514-4323,0.9999999027948528
F6514-4584,0.9997671301865811
F6438-1300,0.9808098705016307
F6514-4303,0.7264830650604134
F6515-0114,0.9999990464250124
F6502-7514,0.9952121708296969
F6440-2509,0.9945171809391087
F6507-9262,0.8959644945928255
F6448-1615,0.7554556030849592
F6514-4338,0.5444736278692883
F6488-2544,0.9943736790282426
F6515-4394,0.9922742879517328
F6488-2670,0.9999446568100839
F6524-4769,0.998670858590306
F6524-4857,0.9973508538547535
F6559-3377,0.8451457326122482
F6514-4465,0.8413281770706207
F6516-1234,0.9914612490503336
F6488-2542,0.9962818560238887
F6497-5688,0.9965590683646308
